PRINTER;42997802;PWR unit-ACDC Switch;120V;OKI_image\OKI C830_1584264778999.png
PRINTER;43455902;PWR unit-ACDC Switch;230V;OKI_image\OKI C830_1584264778999.png
PRINTER;43694601;PWR unit-DCDC;;OKI_image\OKI C830_1584264778999.png
PRINTER;44051901;OR-PVD;;OKI_image\OKI C830_1584264778999.png
PRINTER;;TW-VF/SMCD16-40-1.0;;OKI_image\OKI C830_1584264778999.png
PRINTER;43686801;LED Head Unit-53STA;;OKI_image\OKI C830_1584264778999.png
PRINTER;43241301;Motor-DC-ID;;OKI_image\OKI C830_1584264778999.png
PRINTER;43446501;Motor-Fan(80);;OKI_image\OKI C830_1584264778999.png
PRINTER;43191302;Motor-Fan(60)PowL;;OKI_image\OKI C830_1584264778999.png
PRINTER;;Holder Assy.-Switch;;OKI_image\OKI C830_1584264778999.png
PRINTER;;Plate-Assy-Shield;;OKI_image\OKI C830_1584264778999.png
PRINTER;;Plate-Shield-CU;;OKI_image\OKI C830_1584264778999.png
PRINTER;43270201;Cover-Assy.-Side(R);;OKI_image\OKI C830_1584264778999.png
PRINTER;43276501;Cover-Side(L);;OKI_image\OKI C830_1584264778999.png
PRINTER;43182601;Cover Assy.-Rear;;OKI_image\OKI C830_1584264778999.png
PRINTER;;Frame Assy.-OP-Panel-PDL;;OKI_image\OKI C830_1584264778999.png
PRINTER;;Cover Assy.-OP-Panel-PDL;;OKI_image\OKI C830_1584264778999.png
PRINTER;;Duct-POW;;OKI_image\OKI C830_1584264778999.png
PRINTER;;Insulator-POW;;OKI_image\OKI C830_1584264778999.png
PRINTER;;Plate-Name;;OKI_image\OKI C830_1584264778999.png
PRINTER;;Plate-Logo;;OKI_image\OKI C830_1584264778999.png
PRINTER;;Label-Color K;;OKI_image\OKI C830_1584264778999.png
PRINTER;;Label-Color Y;;OKI_image\OKI C830_1584264778999.png
PRINTER;;Label-Color M;;OKI_image\OKI C830_1584264778999.png
PRINTER;;Label-Color C;;OKI_image\OKI C830_1584264778999.png
PRINTER;43178217;Cassette-Assy.;;OKI_image\OKI C830_1584264778999.png
PRINTER;43449704;Belt-Unit-PX736_ODA;;OKI_image\OKI C830_1584264778999.png
PRINTER;43529401;Fuser-Unit-PX736;;OKI_image\OKI C830_1584264778999.png
PRINTER;;SML2CD-32X72-BDXAUP;;OKI_image\OKI C830_1584264778999.png
PRINTER;43618501;Spring-Head;;OKI_image\OKI C830_1584264778999.png
PRINTER;43637101;Spring-Head;;OKI_image\OKI C830_1584264778999.png
Printer Unit;43438901;OR-P6Y;;OKI_image\OKI C830_1584264785140.png
Printer Unit;43183601;Guide-Eject-Assy-Upper;;OKI_image\OKI C830_1584264785140.png
Printer Unit;;Cover Assy.-Top;;OKI_image\OKI C830_1584264785140.png
Printer Unit;44121101;MPT-Assy;;OKI_image\OKI C830_1584264785140.png
Printer Unit;43311901;Spring-Torsion(L);;OKI_image\OKI C830_1584264785140.png
Printer Unit;43312001;Spring-Torsion(R);;OKI_image\OKI C830_1584264785140.png
Printer Unit;43359801;CONN Cord-AMP8P-AMP4P,AMP4P;;OKI_image\OKI C830_1584264785140.png
Printer Unit;43405001;CONN Cord-AMP11P-AMP11P;;OKI_image\OKI C830_1584264785140.png
Printer Unit;43360501;CONN Cord-AMP6P-AMP3P,AMP3P;;OKI_image\OKI C830_1584264785140.png
