CASE-011;1568269;HOUSING,RIGHT;;
CASE-011;1701234;HOUSING,RIGHT;;
CASE-011;1568270;HOUSING,LEFT;;
CASE-011;1577162;COVER,REAR,ICON;;
CASE-011;1596498;PANEL ASSY.,C,CC90,EPPI;;
CASE-011;1684717;PANEL ASSY.,C,CC90,EPPI;;
CASE-011;1595377;STACKER;;
CASE-011;1569308;PAPER SUPPORT ASSY.,CC05,EPPI;;
CASE-011;1593513;HOUSING,PANEL;;
CASE-011;1610790;STAND,SC,B;;
CASE-011;1576993;TORSION SPRING,25.37;;
CASE-011;1599251;LABEL,MODEL NAME,XP-215;;
CASE-011;2154846;Ersetzt durch: 2159372;;
CASE-011;2159372;SCANNER UNIT,CC93,ASP;;
CASE-011;1598958;COVER DOCUMENT ASSY.,CC90,EPPI;;
CASE-011;1710203;COVER DOCUMENT ASSY.,CC90,EPPI;;
CASE-011;1033657;GREASE G-45;;
CASE-011;1480655;GREASE G-71(BLUE);;
CASE-011;1409257;GREASE G-74;;
CASE-011;1462531;I/P,DPIC009BSP,110,PRINTING;;
CASE-011;1578752;INK CART.UNBOXED,BK,PIGT,2710MEC,180,AS;;
CASE-011;1578753;INK CART.UNBOXED,C,DYE,2710M,EC,180,AS;;
CASE-011;1578754;INK CART.UNBOXED,M,DYE,2710M,EC,180,AS;;
CASE-011;1578755;INK CART.UNBOXED,Y,DYE,2710M,EC,180,AS;;
CASE-011;6104714;SHIPPING CLEANING LIQUID,CR06A,18kg;;
CASE-011;6104713;SHIPPING CLEANING LIQUID,CR06A,1kg;;
CASE-011;1294120;SONIC TENSION METER U507;;
ELEC-011;2158978;BOARD ASSY.,MAIN;;
ELEC-011;2149068;Ersetzt durch: 2158978;;
ELEC-011;2152527;WIRELESS LAN USB MODULE;;
ELEC-011;2167573;WIRELESS LAN USB MODULE;;
ELEC-011;2140467;CR CONTACT MODULE;;
ELEC-011;2139742;CONNECTOR,CSIC;;
ELEC-011;2153844;Ersetzt durch: 2153883;;
MECH-011;1548493;LEVER,DETECTORPE;;
MECH-011;1548500;ROLLER,EJ;;
MECH-011;1598334;MOTOR ASSY,PF;;
MECH-011;1548519;BOARD ASSY.,ENCORDER,PF;;
MECH-011;1597491;POROUS PAD,PAPER GUIDE,FRONT,LOWER,C;;
MECH-011;1646107;POROUS PAD,PAPER GUIDE,FRONT,LOWER,C;;
MECH-011;1569311;HOLDER RETURD ASSY.,CC05,EPPI;;
MECH-011;1576550;FRAME PUMP ASSY,,CC03,EPPI;;
MECH-011;1569313;HOLDER STARWHEEL ASSY.,CC05,EPPI;;
MECH-011;1569314;SHAFT ROLLER LD ASSY.,CC05,EPPI;;
MECH-011;1593349;SCALE,CR;;
MECH-011;1610594;CAP ASSY.,CC05,EPPI,ASP;;
MECH-011;1576548;PAPER GUIDER FRONT ASSY.,CC03,EPPI;;
MECH-011;1598331;MOTOR ASSY,CR;;
MECH-011;1569341;PAPER,GUIDE,UPPER ASSY.,CC05,EPPI;;
MECH-011;1606532;CR ASSY.,O2,PIS,B,CC90,ASP;;
MECH-011;2145560;CABLE,HEAD,O2;;
MECH-011;2150123;CABLE,CSIC,O2,B;;
MECH-011;1549887;LEVER,PAPER BACK;;
MECH-011;1548518;SCALE,PF;;
MECH-011;1598297;ROLLER PF ASSY.,CC87,EPPI;;
MECH-011;1577172;TIMING BELT,CR;;
MECH-011;2145562;CABLE,PIS ASSY.,CC29,EPPI;;
MECH-011;2150454;BOARD ASSY.,SUB;;
MECH-011;1548528;CLUTCH;;
MECH-011;1548529;SPUR GEAR,37.2;;
MECH-011;1548530;EXTENSION SPRING,0.137;;
MECH-011;F197010;PRINT HEAD;;
MECH-011;1567191;HOLDER,BOARD;;
MECH-011;1596495;HOPPER ASSY.,CC90,EPPI;;
MECH-011;1569310;Ersetzt durch: 1639535;;
MECH-011;1639535;TRAY POROUSPAD,ASSY.,CC05,EPPI;;
MECH-011;1495647;COMPRESSION SPRING,3.43;;
MECH-011;1569226;LABEL,INK POSITION;;
